"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5390,21,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,3,-0.21,-4.2,"Baixada Cuiabana"
2,5388,21,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,3,-0.21,-4.2,"Baixada Cuiabana"
3,5385,24,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
4,5381,28,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,8,3,-0.28,-5.6,"Baixada Cuiabana"
5,5377,32,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,3,-0.32,-6.4,"Baixada Cuiabana"
6,5374,35,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,10,3,-0.35,-7,"Baixada Cuiabana"
7,5370,39,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,3,-0.39,-7.8,"Baixada Cuiabana"
8,5370,40,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,3,-0.4,-8,"Baixada Cuiabana"
9,5366,44,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,3,-0.44,-8.8,"Baixada Cuiabana"
10,5362,48,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,14,3,-0.48,-9.6,"Baixada Cuiabana"
11,5358,52,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,15,3,-0.52,-10.4,"Baixada Cuiabana"
12,5352,58,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,17,3,-0.58,-11.6,"Baixada Cuiabana"
13,5345,64,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,18,3,-0.64,-12.8,"Baixada Cuiabana"
14,5339,70,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,20,3,-0.7,-14,"Baixada Cuiabana"
15,5337,71,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,20,3,-0.71,-14.2,"Baixada Cuiabana"
16,5331,77,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,22,3,-0.77,-15.4,"Baixada Cuiabana"
17,5323,84,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,24,3,-0.84,-16.8,"Baixada Cuiabana"
18,5314,93,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,27,3,-0.93,-18.6,"Baixada Cuiabana"
19,5310,97,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,28,3,-0.97,-19.4,"Baixada Cuiabana"
20,5302,106,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,30,3,-1.06,-21.2,"Baixada Cuiabana"
21,5288,120,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,34,3,-1.2,-24,"Baixada Cuiabana"
22,5279,129,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,37,3,-1.29,-25.8,"Baixada Cuiabana"
23,5255,153,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,44,3,-1.53,-30.6,"Baixada Cuiabana"
24,5241,167,10,0.01133525,9.296716455,0.951549903,0.036,"03062020-225911",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,48,3,-1.67,-33.4,"Baixada Cuiabana"
