"municipio","inf.prob","act.rate","dias_rec","mse"
"Santo Antonio do Leverger",0.0265362538075838,2.10012915397356,16.9770166056095,2.92857142857143
"Sao Felix do Araguaia",0.0306,7.683,8.088,18.7857142857143
"Sao Jose do Povo",0.0384184171740759,7.96212898863306,4.46630370391046,2.07142857142857
"Sao Jose do Rio Claro",0.0296751244965879,8.95261658218539,8.32660687359449,6.71428571428571
"Sao Jose dos Quatro Marcos",1.07574557198298,0.0932094141849019,8.59068546609121,4.14285714285714
"Sao Pedro da Cipa",0.002281551,2.660194334,1.245963861,0.357142857142857
"Sapezal",0.0544498166269407,2.53480459568121,6.64551356293654,89.9285714285714
"Sinop",0.0119641262453933,4.42818908806454,0.418310617883596,2471.64285714286
"Sorriso",0.017263766,4.954068281,11.4805891,2695.28571428571
"Tangara da Serra",0.00114118131508268,1.47819948797275,0.0342510604285883,9204.14285714286
"Tapurah",0.0238309152179689,2.49558195980843,27.6695961102298,19.5
"Terra Nova do Norte",0.0170069481843776,13.2009904046137,21.5466560119801,4.5
"Vale de Sao Domingos",0.0306,7.683,8.088,8.07142857142857
"Varzea Grande",0.00313116906485754,24.8198301255076,49.6561374871417,163.857142857143
"Vera",0.0342169347500534,2.87841958276692,24.2385958045717,1.5
"Vila Bela da Santissima Trindade",0.0258564874858836,2.35595999926301,67.9844839063603,15.8571428571429
"Vila Rica",0.0411913411587107,1.75626779412902,22.0655349882458,15.5714285714286
