"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5398,3,0,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,0,-0.03,-0.6,"Baixada Cuiabana"
2,5397.54545454545,3.45454545454545,0.181818181818182,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,0,-0.0345454545454545,-0.690909090909091,"Baixada Cuiabana"
3,5397.27272727273,3.09090909090909,1,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,0,-0.0309090909090909,-0.618181818181818,"Baixada Cuiabana"
4,5396.81818181818,3.27272727272727,1.45454545454545,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,0,-0.0327272727272727,-0.654545454545455,"Baixada Cuiabana"
5,5396.18181818182,3.09090909090909,2.09090909090909,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0309090909090909,-0.618181818181818,"Baixada Cuiabana"
6,5395.54545454545,2.90909090909091,3,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0290909090909091,-0.581818181818182,"Baixada Cuiabana"
7,5394.81818181818,2.72727272727273,4,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0272727272727273,-0.545454545454545,"Baixada Cuiabana"
8,5394.63636363636,2.90909090909091,4.36363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0290909090909091,-0.581818181818182,"Baixada Cuiabana"
9,5394.72727272727,2.90909090909091,4.45454545454545,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0290909090909091,-0.581818181818182,"Baixada Cuiabana"
10,5394,3.27272727272727,4.90909090909091,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,1,-0.0327272727272727,-0.654545454545455,"Baixada Cuiabana"
11,5393.27272727273,3.36363636363636,5.45454545454545,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0336363636363636,-0.672727272727273,"Baixada Cuiabana"
12,5392.72727272727,3.54545454545455,5.81818181818182,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0354545454545455,-0.709090909090909,"Baixada Cuiabana"
13,5392.18181818182,3.54545454545455,6.36363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0354545454545455,-0.709090909090909,"Baixada Cuiabana"
14,5391.45454545455,3.90909090909091,6.72727272727273,0.0306,7.683,8.088,0.036,"17052020-190624",2020-05-31,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0390909090909091,-0.781818181818182,"Baixada Cuiabana"
15,5390.81818181818,4,7.27272727272727,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.04,-0.8,"Baixada Cuiabana"
16,5390.54545454545,3.63636363636364,8.09090909090909,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0363636363636364,-0.727272727272727,"Baixada Cuiabana"
17,5389.27272727273,4.54545454545455,8.54545454545454,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,2,-0.0454545454545455,-0.909090909090909,"Baixada Cuiabana"
18,5388.63636363636,4.90909090909091,8.90909090909091,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,3,-0.0490909090909091,-0.981818181818182,"Baixada Cuiabana"
19,5388.09090909091,4.45454545454545,9.90909090909091,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,3,-0.0445454545454545,-0.890909090909091,"Baixada Cuiabana"
20,5387.36363636364,4.36363636363636,10.9090909090909,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,3,-0.0436363636363636,-0.872727272727273,"Baixada Cuiabana"
21,5386,4.72727272727273,11.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,3,-0.0472727272727273,-0.945454545454546,"Baixada Cuiabana"
22,5385.18181818182,4.63636363636364,12.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,4,-0.0463636363636364,-0.927272727272727,"Baixada Cuiabana"
23,5384,4.90909090909091,13.6363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,4,-0.0490909090909091,-0.981818181818182,"Baixada Cuiabana"
24,5383,5.18181818181818,14.4545454545455,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,4,-0.0518181818181818,-1.03636363636364,"Baixada Cuiabana"
25,5381.36363636364,6.09090909090909,15,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,4,-0.0609090909090909,-1.21818181818182,"Baixada Cuiabana"
26,5379.72727272727,6.81818181818182,15.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,5,-0.0681818181818182,-1.36363636363636,"Baixada Cuiabana"
27,5378.27272727273,7.54545454545455,16.6363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,5,-0.0754545454545455,-1.50909090909091,"Baixada Cuiabana"
28,5376.81818181818,8.27272727272727,17.4545454545455,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,5,-0.0827272727272727,-1.65454545454545,"Baixada Cuiabana"
29,5375,8.81818181818182,18.7272727272727,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,5,-0.0881818181818182,-1.76363636363636,"Baixada Cuiabana"
30,5373.36363636364,9.36363636363636,19.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,6,-0.0936363636363636,-1.87272727272727,"Baixada Cuiabana"
31,5370.81818181818,10.1818181818182,21.5454545454545,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,6,-0.101818181818182,-2.03636363636364,"Baixada Cuiabana"
32,5368.90909090909,10.5454545454545,23.1818181818182,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,7,-0.105454545454545,-2.10909090909091,"Baixada Cuiabana"
33,5366.63636363636,11.2727272727273,24.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,7,-0.112727272727273,-2.25454545454545,"Baixada Cuiabana"
34,5364.63636363636,11.5454545454545,26.6363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,3,8,-0.115454545454545,-2.30909090909091,"Baixada Cuiabana"
35,5362.54545454545,12.7272727272727,27.6363636363636,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,4,8,-0.127272727272727,-2.54545454545455,"Baixada Cuiabana"
36,5360,13.5454545454545,29.1818181818182,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,4,8,-0.135454545454545,-2.70909090909091,"Baixada Cuiabana"
37,5357,14.3636363636364,31.1818181818182,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,4,9,-0.143636363636364,-2.87272727272727,"Baixada Cuiabana"
38,5353.45454545455,16.5454545454545,32.5454545454545,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,9,-0.165454545454545,-3.30909090909091,"Baixada Cuiabana"
39,5350.63636363636,16.9090909090909,35.2727272727273,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,10,-0.169090909090909,-3.38181818181818,"Baixada Cuiabana"
40,5347.54545454545,17.0909090909091,38.0909090909091,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,11,-0.170909090909091,-3.41818181818182,"Baixada Cuiabana"
41,5342.63636363636,20.3636363636364,39.8181818181818,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,11,-0.203636363636364,-4.07272727272727,"Baixada Cuiabana"
42,5337.36363636364,22.2727272727273,43,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,12,-0.222727272727273,-4.45454545454546,"Baixada Cuiabana"
43,5332.09090909091,24.0909090909091,46.7272727272727,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,13,-0.240909090909091,-4.81818181818182,"Baixada Cuiabana"
44,5325.54545454545,27.5454545454545,50,0.0306,7.683,8.088,0.036,"17052020-190624",2020-06-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,8,14,-0.275454545454545,-5.50909090909091,"Baixada Cuiabana"
45,5318.81818181818,30.0909090909091,54,0.0306,7.683,8.088,0.036,"17052020-190624",2020-07-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,15,-0.300909090909091,-6.01818181818182,"Baixada Cuiabana"
