"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5390,21,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,3,-0.21,-4.2,"Baixada Cuiabana"
2,5385,26,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.26,-5.2,"Baixada Cuiabana"
3,5384,27,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,8,3,-0.27,-5.4,"Baixada Cuiabana"
4,5376,36,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,10,3,-0.36,-7.2,"Baixada Cuiabana"
5,5368,44,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,3,-0.44,-8.8,"Baixada Cuiabana"
6,5358,53,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,15,3,-0.53,-10.6,"Baixada Cuiabana"
7,5349,62,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,18,3,-0.62,-12.4,"Baixada Cuiabana"
8,5331,79,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,23,3,-0.79,-15.8,"Baixada Cuiabana"
9,5320,91,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,26,3,-0.91,-18.2,"Baixada Cuiabana"
10,5296,116,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,33,3,-1.16,-23.2,"Baixada Cuiabana"
11,5269,143,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,41,3,-1.43,-28.6,"Baixada Cuiabana"
12,5234,178,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,51,3,-1.78,-35.6,"Baixada Cuiabana"
13,5198,213,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,61,3,-2.13,-42.6,"Baixada Cuiabana"
14,5144,267,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,76,3,-2.67,-53.4,"Baixada Cuiabana"
15,5102,307,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,88,3,-3.07,-61.4,"Baixada Cuiabana"
16,5044,364,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,104,3,-3.64,-72.8,"Baixada Cuiabana"
17,4948,459,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,131,3,-4.59,-91.8,"Baixada Cuiabana"
18,4859,548,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,157,3,-5.48,-109.6,"Baixada Cuiabana"
19,4754,652,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,186,3,-6.52,-130.4,"Baixada Cuiabana"
20,4641,764,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,218,3,-7.64,-152.8,"Baixada Cuiabana"
21,4530,874,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,250,3,-8.74,-174.8,"Baixada Cuiabana"
22,4386,1018,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,291,3,-10.18,-203.6,"Baixada Cuiabana"
23,4197,1205,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,344,3,-12.05,-241,"Baixada Cuiabana"
24,3982,1419,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,405,3,-14.19,-283.8,"Baixada Cuiabana"
25,3773,1626,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,465,3,-16.26,-325.2,"Baixada Cuiabana"
26,3563,1832,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,523,3,-18.32,-366.4,"Baixada Cuiabana"
27,3332,2060,10,0.026017085,8.348382605,0.477411736,0.036,"02062020-082059",2020-06-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,589,3,-20.6,-412,"Baixada Cuiabana"
