"aglomerado","suscetiveis","leitos_uti","leitos_atendimento","data","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","inf_prob","act_rate","dias_rec","tm","regiao","mse"
"Luciara",2077,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sao Felix do Araguaia",1e+100
"Matupa",16566,0,44,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.027908568,7.806058271,7.511047218,3.6,"Peixoto de Azevedo",1e+100
"Mirassol do Oeste",27739,0,90,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Caceres",11.3571428571429
"Nobres",15336,0,41,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Diamantino",1e+100
"Nossa Senhora do Livramento",13216,0,16,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.036913772998739,3.92186140591248,10.020364851206,3.6,"Baixada Cuiabana",4
"Nova Guarita",4519,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Colider",1e+100
"Nova Lacerda",6640,0,6,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Pontes e Lacerda",1e+100
"Nova Maringa",22041,0,6,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Diamantino",1e+100
"Nova Monte Verde",9178,0,13,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Alta Floresta",1e+100
"Nova Mutum",45378,0,37,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0154781795221473,14.1512458108607,15.4271558408211,3.6,"Sinop",3.07142857142857
"Nova Olimpia",20301,0,50,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Tangara da Serra",1e+100
"Nova Santa Helena",3718,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Colider",1e+100
"Nova Ubirata",11982,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0400032423503572,7.32685513755727,9.61120171505252,3.6,"Sinop",33.7142857142857
"Nova Xavantina",21374,0,34,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Barra do Garcas",1e+100
"Novo Mundo",9178,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Peixoto de Azevedo",1e+100
"Novo Santo Antonio",2640,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sao Felix do Araguaia",1e+100
"Paranaita",11225,0,32,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.016163788,4.999584583,11.78338213,3.6,"Alta Floresta",3.428571429
"Pedra Preta",17626,0,31,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.033660158,5.827907827,12.74171193,3.6,"Rondonopolis",1e+100
"Peixoto de Azevedo",34976,0,56,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0435964944327109,5.45475300789687,7.99064339695673,3.6,"Peixoto de Azevedo",35.5
"Pocone",32843,0,64,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Baixada Cuiabana",1e+100
"Pontal do Araguaia",6711,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0258083647925711,2.21885382403592,34.4504909548138,3.6,"Barra do Garcas",0.357142857142857
"Ponte Branca",1576,0,21,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Barra do Garcas",1e+100
"Pontes e Lacerda",45093,0,69,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0188326600951107,9.22977909452337,19.7229526976974,3.6,"Pontes e Lacerda",12.5714285714286
"Porto Alegre do Norte",12517,0,18,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Porto Alegre do Norte",1e+100
"Porto Esperidiao",12017,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.009065261,3.417739283,33.08135546,3.6,"Caceres",5.071428571
"Poxoreu",16219,0,96,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0336,6.822,8.9133,3.6,"Rondonopolis",1e+100
"Primavera do Leste",62019,22,162,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0113570699299451,9.35652610964121,63.0572402429245,3.6,"Rondonopolis",23.0714285714286
"Querencia",17479,0,31,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0147999646710994,1.55739038414207,0.729004101492272,3.6,"Agua Boa",6.57142857142857
"Ribeirao Cascalheira",10206,0,32,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Agua Boa",1e+100
"Rio Branco",5156,0,18,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Caceres",1e+100
"Rondolandia",4001,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Pontes e Lacerda",1e+100
"Rondonopolis",232491,79,526,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0335102760505132,3.68628521421163,41.6763811625489,3.6,"Rondonopolis",124.642857142857
"Rosario Oeste",17151,0,63,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.000808592,4.413414322,0.452892713,3.6,"Diamantino",335.571428571429
"Santa Rita do Trivelato",3429,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sinop",1e+100
"Santo Afonso",3146,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.041736166,3.559643653,0.983200816,3.6,"Tangara da Serra",239.2142857
"Santo Antonio do Leverger",16628,0,20,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Baixada Cuiabana",1e+100
"Sao Felix do Araguaia",11708,0,40,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sao Felix do Araguaia",1e+100
"Sao Jose do Povo",4063,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0336,6.822,8.9133,3.6,"Rondonopolis",1e+100
"Sao Jose do Xingu",5595,0,8,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Porto Alegre do Norte",1e+100
"Sao Jose dos Quatro Marcos",18906,0,25,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.032605156209797,2.05045538548251,19.9798625223202,3.6,"Caceres",0.214285714285714
"Sao Pedro da Cipa",4727,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.00648053721160827,11.1529892435861,7.84393240971843,3.6,"Rondonopolis",0.928571428571429
"Sapezal",25881,0,53,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0366,7.683,8.088,3.6,"Tangara da Serra",1e+100
"Sinop",139000,42,266,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.014505205401031,7.17385153861077,0.418687482543729,3.6,"Sinop",7.35714285714286
"Sorriso",90313,26,160,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.024478771959013,3.61678936286369,18.2753055405011,3.6,"Sinop",155.857142857143
"Tangara da Serra",103750,47,200,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.05987223278201,1.5197607392499,0.850996574390097,3.6,"Tangara da Serra",400.642857142857
"Tapurah",13705,0,20,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0102412081853085,2.92536789223445,36.2987330495712,3.6,"Sinop",0.785714285714286
"Terra Nova do Norte",9667,0,37,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.027908568,7.806058271,7.511047218,3.6,"Peixoto de Azevedo",1e+100
"Uniao do Sul",3525,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sinop",1e+100
"Vale de Sao Domingos",3127,0,5,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Pontes e Lacerda",1e+100
"Varzea Grande",284971,78,368,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.00570429495197233,24.6029611446525,23.9195965213764,3.6,"Baixada Cuiabana",191.571428571429
"Vera",11309,0,0,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Sinop",1e+100
"Vila Bela da Santissima Trindade",16128,0,47,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0306,7.683,8.088,3.6,"Pontes e Lacerda",1e+100
"Vila Rica",26037,0,21,2020-05-31,0.058,0.2,0.01,0.005,0.6,0.0513829577427334,2.16128456042033,58.6494048489805,3.6,"Porto Alegre do Norte",3.57142857142857
