"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5390,21,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,3,-0.21,-4.2,"Baixada Cuiabana"
2,5389,22,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,3,-0.22,-4.4,"Baixada Cuiabana"
3,5389,23,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.23,-4.6,"Baixada Cuiabana"
4,5388,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
5,5388,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
6,5388,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
7,5387,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
8,5386,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
9,5385,24,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.24,-4.8,"Baixada Cuiabana"
10,5383,26,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,3,-0.26,-5.2,"Baixada Cuiabana"
11,5380,29,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,8,3,-0.29,-5.8,"Baixada Cuiabana"
12,5379,30,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,3,-0.3,-6,"Baixada Cuiabana"
13,5378,31,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,3,-0.31,-6.2,"Baixada Cuiabana"
14,5377,32,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,3,-0.32,-6.4,"Baixada Cuiabana"
15,5375,34,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,10,3,-0.34,-6.8,"Baixada Cuiabana"
16,5372,37,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,3,-0.37,-7.4,"Baixada Cuiabana"
17,5370,39,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,3,-0.39,-7.8,"Baixada Cuiabana"
18,5370,39,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,3,-0.39,-7.8,"Baixada Cuiabana"
19,5367,42,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,12,3,-0.42,-8.4,"Baixada Cuiabana"
20,5361,48,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,14,3,-0.48,-9.6,"Baixada Cuiabana"
21,5361,49,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,14,3,-0.49,-9.8,"Baixada Cuiabana"
22,5359,51,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,15,3,-0.51,-10.2,"Baixada Cuiabana"
23,5357,53,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,15,3,-0.53,-10.6,"Baixada Cuiabana"
24,5354,56,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,16,3,-0.56,-11.2,"Baixada Cuiabana"
25,5346,63,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,18,3,-0.63,-12.6,"Baixada Cuiabana"
26,5343,65,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,19,3,-0.65,-13,"Baixada Cuiabana"
27,5336,72,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,21,3,-0.72,-14.4,"Baixada Cuiabana"
28,5332,76,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,22,3,-0.76,-15.2,"Baixada Cuiabana"
29,5328,80,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,23,3,-0.8,-16,"Baixada Cuiabana"
30,5321,87,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,25,3,-0.87,-17.4,"Baixada Cuiabana"
31,5317,91,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,26,3,-0.91,-18.2,"Baixada Cuiabana"
32,5312,96,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,27,3,-0.96,-19.2,"Baixada Cuiabana"
33,5307,101,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,29,3,-1.01,-20.2,"Baixada Cuiabana"
34,5300,108,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,31,3,-1.08,-21.6,"Baixada Cuiabana"
35,5293,115,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,33,3,-1.15,-23,"Baixada Cuiabana"
36,5290,118,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,34,3,-1.18,-23.6,"Baixada Cuiabana"
37,5285,123,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,35,3,-1.23,-24.6,"Baixada Cuiabana"
38,5282,126,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,36,3,-1.26,-25.2,"Baixada Cuiabana"
39,5274,133,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,38,3,-1.33,-26.6,"Baixada Cuiabana"
40,5269,138,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,39,3,-1.38,-27.6,"Baixada Cuiabana"
41,5258,149,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,43,3,-1.49,-29.8,"Baixada Cuiabana"
42,5254,153,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,44,3,-1.53,-30.6,"Baixada Cuiabana"
43,5247,160,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,46,3,-1.6,-32,"Baixada Cuiabana"
44,5238,170,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,49,3,-1.7,-34,"Baixada Cuiabana"
45,5226,182,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,52,3,-1.82,-36.4,"Baixada Cuiabana"
46,5217,191,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,55,3,-1.91,-38.2,"Baixada Cuiabana"
47,5207,201,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,57,3,-2.01,-40.2,"Baixada Cuiabana"
48,5201,206,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,59,3,-2.06,-41.2,"Baixada Cuiabana"
49,5190,217,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,62,3,-2.17,-43.4,"Baixada Cuiabana"
50,5174,233,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,67,3,-2.33,-46.6,"Baixada Cuiabana"
51,5158,249,10,0.004320284,12.0486945,0.500949354,0.036,"07062020-195205",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,71,3,-2.49,-49.8,"Baixada Cuiabana"
