"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5387,18,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,7,-0.18,-3.6,"Baixada Cuiabana"
2,5387,18,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,7,-0.18,-3.6,"Baixada Cuiabana"
3,5387,18,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,5,7,-0.18,-3.6,"Baixada Cuiabana"
4,5384,21,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,7,-0.21,-4.2,"Baixada Cuiabana"
5,5383,22,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,7,-0.22,-4.4,"Baixada Cuiabana"
6,5383,22,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,6,7,-0.22,-4.4,"Baixada Cuiabana"
7,5382,23,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,7,-0.23,-4.6,"Baixada Cuiabana"
8,5380,25,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,7,-0.25,-5,"Baixada Cuiabana"
9,5379,26,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,7,7,-0.26,-5.2,"Baixada Cuiabana"
10,5375,28,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,8,7,-0.28,-5.6,"Baixada Cuiabana"
11,5372,31,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,7,-0.31,-6.2,"Baixada Cuiabana"
12,5371,32,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,7,-0.32,-6.4,"Baixada Cuiabana"
13,5371,32,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,7,-0.32,-6.4,"Baixada Cuiabana"
14,5370,33,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,7,-0.33,-6.6,"Baixada Cuiabana"
15,5370,33,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,9,7,-0.33,-6.6,"Baixada Cuiabana"
16,5369,34,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,10,7,-0.34,-6.8,"Baixada Cuiabana"
17,5366,36,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,10,7,-0.36,-7.2,"Baixada Cuiabana"
18,5364,38,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,7,-0.38,-7.6,"Baixada Cuiabana"
19,5362,40,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,11,7,-0.4,-8,"Baixada Cuiabana"
20,5360,42,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,12,7,-0.42,-8.4,"Baixada Cuiabana"
21,5360,41,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,12,7,-0.41,-8.2,"Baixada Cuiabana"
22,5359,42,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,12,7,-0.42,-8.4,"Baixada Cuiabana"
23,5358,44,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,7,-0.44,-8.8,"Baixada Cuiabana"
24,5358,45,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,7,-0.45,-9,"Baixada Cuiabana"
25,5356,47,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,7,-0.47,-9.4,"Baixada Cuiabana"
26,5356,47,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,13,7,-0.47,-9.4,"Baixada Cuiabana"
27,5354,49,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,14,7,-0.49,-9.8,"Baixada Cuiabana"
28,5346,57,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,16,7,-0.57,-11.4,"Baixada Cuiabana"
29,5344,60,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,17,7,-0.6,-12,"Baixada Cuiabana"
30,5340,64,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,18,7,-0.64,-12.8,"Baixada Cuiabana"
31,5338,68,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,19,7,-0.68,-13.6,"Baixada Cuiabana"
32,5335,71,24,0.004320284,12.0486945,0.500949354,0.036,"09062020-002047",NA,"Acorizal",0.058,0.2,0.01,0.005,0.6,20,7,-0.71,-14.2,"Baixada Cuiabana"
