"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
1,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
2,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
3,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
4,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
5,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
6,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
7,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
8,5386,4,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.04,-0.8,"Baixada Cuiabana"
9,5385,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
10,5385,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
11,5385,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
12,5386,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
13,5386,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
14,5386,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
15,5386,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
16,5385,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
17,5385,5,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,1,12,-0.05,-1,"Baixada Cuiabana"
18,5384,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
19,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-06-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
20,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-07-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
21,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-07-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
22,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-07-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
23,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-07-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
24,5385,6,42,0.000704025,18.48670472,0.130568688,0.036,"11062020-230312",2020-07-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,2,12,-0.06,-1.2,"Baixada Cuiabana"
