"time","s.num","i.num","r.num","inf.prob","act.rate","dias_rec","tm","data_processamento","data","aglomerado","taxa_ocupacao","perc_atendimento","perc_uti","perc_mortalidade","perc_nao_detectados","infectados_oficial","recuperados_oficial","disponiveis_uti","disponiveis_atendimento","regiao"
29,5168,246,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,70,3,-2.46,-49.2,"Baixada Cuiabana"
30,5145,269,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,77,3,-2.69,-53.8,"Baixada Cuiabana"
31,5125,289,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,83,3,-2.89,-57.8,"Baixada Cuiabana"
32,5093,320,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,91,3,-3.2,-64,"Baixada Cuiabana"
33,5066,346,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,99,3,-3.46,-69.2,"Baixada Cuiabana"
34,5037,374,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,107,3,-3.74,-74.8,"Baixada Cuiabana"
35,5005,405,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,116,3,-4.05,-81,"Baixada Cuiabana"
36,4978,431,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,123,3,-4.31,-86.2,"Baixada Cuiabana"
37,4937,472,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,135,3,-4.72,-94.4,"Baixada Cuiabana"
38,4899,510,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,146,3,-5.1,-102,"Baixada Cuiabana"
39,4865,541,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,155,3,-5.41,-108.2,"Baixada Cuiabana"
40,4817,589,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,168,3,-5.89,-117.8,"Baixada Cuiabana"
41,4767,638,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,182,3,-6.38,-127.6,"Baixada Cuiabana"
42,4716,688,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,197,3,-6.88,-137.6,"Baixada Cuiabana"
43,4663,741,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,212,3,-7.41,-148.2,"Baixada Cuiabana"
44,4594,808,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,231,3,-8.08,-161.6,"Baixada Cuiabana"
45,4536,866,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,247,3,-8.66,-173.2,"Baixada Cuiabana"
46,4459,942,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,269,3,-9.42,-188.4,"Baixada Cuiabana"
47,4399,1001,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,286,3,-10.01,-200.2,"Baixada Cuiabana"
48,4328,1071,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,306,3,-10.71,-214.2,"Baixada Cuiabana"
49,4262,1136,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,325,3,-11.36,-227.2,"Baixada Cuiabana"
50,4197,1197,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,342,3,-11.97,-239.4,"Baixada Cuiabana"
51,4122,1272,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,363,3,-12.72,-254.4,"Baixada Cuiabana"
52,4028,1362,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,389,3,-13.62,-272.4,"Baixada Cuiabana"
53,3935,1453,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,415,3,-14.53,-290.6,"Baixada Cuiabana"
54,3828,1559,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,445,3,-15.59,-311.8,"Baixada Cuiabana"
55,3739,1645,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,470,3,-16.45,-329,"Baixada Cuiabana"
56,3646,1733,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-07-31,"Acorizal",0.058,0.2,0.01,0.005,0.6,495,3,-17.33,-346.6,"Baixada Cuiabana"
57,3547,1828,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,522,3,-18.28,-365.6,"Baixada Cuiabana"
58,3426,1946,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,556,3,-19.46,-389.2,"Baixada Cuiabana"
59,3322,2046,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,585,3,-20.46,-409.2,"Baixada Cuiabana"
60,3188,2179,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,623,3,-21.79,-435.8,"Baixada Cuiabana"
61,3063,2303,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,658,3,-23.03,-460.6,"Baixada Cuiabana"
62,2943,2420,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,691,3,-24.2,-484,"Baixada Cuiabana"
63,2820,2541,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,726,3,-25.41,-508.2,"Baixada Cuiabana"
64,2699,2659,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,760,3,-26.59,-531.8,"Baixada Cuiabana"
65,2580,2771,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,792,3,-27.71,-554.2,"Baixada Cuiabana"
66,2457,2890,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,826,3,-28.9,-578,"Baixada Cuiabana"
67,2349,2996,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,856,3,-29.96,-599.2,"Baixada Cuiabana"
68,2232,3108,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,888,3,-31.08,-621.6,"Baixada Cuiabana"
69,2098,3235,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,924,3,-32.35,-647,"Baixada Cuiabana"
70,1989,3340,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,954,3,-33.4,-668,"Baixada Cuiabana"
71,1888,3433,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,981,3,-34.33,-686.6,"Baixada Cuiabana"
72,1761,3552,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,1015,3,-35.52,-710.4,"Baixada Cuiabana"
73,1638,3668,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,1048,3,-36.68,-733.6,"Baixada Cuiabana"
74,1524,3777,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,1079,3,-37.77,-755.4,"Baixada Cuiabana"
75,1428,3865,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,1104,3,-38.65,-773,"Baixada Cuiabana"
76,1316,3972,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,1135,3,-39.72,-794.4,"Baixada Cuiabana"
77,1226,4056,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,1159,3,-40.56,-811.2,"Baixada Cuiabana"
78,1145,4123,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,1178,3,-41.23,-824.6,"Baixada Cuiabana"
79,1073,4190,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,1197,3,-41.9,-838,"Baixada Cuiabana"
80,1000,4258,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,1217,3,-42.58,-851.6,"Baixada Cuiabana"
81,935,4311,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,1232,3,-43.11,-862.2,"Baixada Cuiabana"
82,868,4369,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,1248,3,-43.69,-873.8,"Baixada Cuiabana"
83,794,4432,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,1266,3,-44.32,-886.4,"Baixada Cuiabana"
84,731,4489,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,1283,3,-44.89,-897.8,"Baixada Cuiabana"
85,671,4544,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,1298,3,-45.44,-908.8,"Baixada Cuiabana"
86,615,4597,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,1313,3,-45.97,-919.4,"Baixada Cuiabana"
87,565,4640,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-08-31,"Acorizal",0.058,0.2,0.01,0.005,0.6,1326,3,-46.4,-928,"Baixada Cuiabana"
88,517,4679,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,1337,3,-46.79,-935.8,"Baixada Cuiabana"
89,464,4729,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,1351,3,-47.29,-945.8,"Baixada Cuiabana"
90,429,4759,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,1360,3,-47.59,-951.8,"Baixada Cuiabana"
91,393,4783,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,1367,3,-47.83,-956.6,"Baixada Cuiabana"
92,356,4815,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,1376,3,-48.15,-963,"Baixada Cuiabana"
93,316,4852,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,1386,3,-48.52,-970.4,"Baixada Cuiabana"
94,284,4878,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,1394,3,-48.78,-975.6,"Baixada Cuiabana"
95,260,4894,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,1398,3,-48.94,-978.8,"Baixada Cuiabana"
96,233,4910,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,1403,3,-49.1,-982,"Baixada Cuiabana"
97,210,4929,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,1408,3,-49.29,-985.8,"Baixada Cuiabana"
98,190,4945,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,1413,3,-49.45,-989,"Baixada Cuiabana"
99,172,4957,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,1416,3,-49.57,-991.4,"Baixada Cuiabana"
100,158,4964,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,1418,3,-49.64,-992.8,"Baixada Cuiabana"
101,146,4964,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,1418,3,-49.64,-992.8,"Baixada Cuiabana"
102,134,4965,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,1419,3,-49.65,-993,"Baixada Cuiabana"
103,124,4967,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,1419,3,-49.67,-993.4,"Baixada Cuiabana"
104,111,4973,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,1421,3,-49.73,-994.6,"Baixada Cuiabana"
105,98,4984,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,1424,3,-49.84,-996.8,"Baixada Cuiabana"
106,86,4986,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,1425,3,-49.86,-997.2,"Baixada Cuiabana"
107,77,4989,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-20,"Acorizal",0.058,0.2,0.01,0.005,0.6,1425,3,-49.89,-997.8,"Baixada Cuiabana"
108,72,4983,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-21,"Acorizal",0.058,0.2,0.01,0.005,0.6,1424,3,-49.83,-996.6,"Baixada Cuiabana"
109,68,4978,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-22,"Acorizal",0.058,0.2,0.01,0.005,0.6,1422,3,-49.78,-995.6,"Baixada Cuiabana"
110,67,4970,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-23,"Acorizal",0.058,0.2,0.01,0.005,0.6,1420,3,-49.7,-994,"Baixada Cuiabana"
111,61,4968,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-24,"Acorizal",0.058,0.2,0.01,0.005,0.6,1419,3,-49.68,-993.6,"Baixada Cuiabana"
112,58,4967,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-25,"Acorizal",0.058,0.2,0.01,0.005,0.6,1419,3,-49.67,-993.4,"Baixada Cuiabana"
113,54,4965,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-26,"Acorizal",0.058,0.2,0.01,0.005,0.6,1419,3,-49.65,-993,"Baixada Cuiabana"
114,51,4959,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-27,"Acorizal",0.058,0.2,0.01,0.005,0.6,1417,3,-49.59,-991.8,"Baixada Cuiabana"
115,49,4955,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-28,"Acorizal",0.058,0.2,0.01,0.005,0.6,1416,3,-49.55,-991,"Baixada Cuiabana"
116,44,4955,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-29,"Acorizal",0.058,0.2,0.01,0.005,0.6,1416,3,-49.55,-991,"Baixada Cuiabana"
117,40,4951,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-09-30,"Acorizal",0.058,0.2,0.01,0.005,0.6,1415,3,-49.51,-990.2,"Baixada Cuiabana"
118,36,4952,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-01,"Acorizal",0.058,0.2,0.01,0.005,0.6,1415,3,-49.52,-990.4,"Baixada Cuiabana"
119,31,4952,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-02,"Acorizal",0.058,0.2,0.01,0.005,0.6,1415,3,-49.52,-990.4,"Baixada Cuiabana"
120,28,4947,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-03,"Acorizal",0.058,0.2,0.01,0.005,0.6,1413,3,-49.47,-989.4,"Baixada Cuiabana"
121,22,4949,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-04,"Acorizal",0.058,0.2,0.01,0.005,0.6,1414,3,-49.49,-989.8,"Baixada Cuiabana"
122,20,4947,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-05,"Acorizal",0.058,0.2,0.01,0.005,0.6,1413,3,-49.47,-989.4,"Baixada Cuiabana"
123,16,4942,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-06,"Acorizal",0.058,0.2,0.01,0.005,0.6,1412,3,-49.42,-988.4,"Baixada Cuiabana"
124,16,4935,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-07,"Acorizal",0.058,0.2,0.01,0.005,0.6,1410,3,-49.35,-987,"Baixada Cuiabana"
125,13,4934,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-08,"Acorizal",0.058,0.2,0.01,0.005,0.6,1410,3,-49.34,-986.8,"Baixada Cuiabana"
126,13,4925,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-09,"Acorizal",0.058,0.2,0.01,0.005,0.6,1407,3,-49.25,-985,"Baixada Cuiabana"
127,13,4915,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-10,"Acorizal",0.058,0.2,0.01,0.005,0.6,1404,3,-49.15,-983,"Baixada Cuiabana"
128,10,4907,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-11,"Acorizal",0.058,0.2,0.01,0.005,0.6,1402,3,-49.07,-981.4,"Baixada Cuiabana"
129,8,4902,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-12,"Acorizal",0.058,0.2,0.01,0.005,0.6,1401,3,-49.02,-980.4,"Baixada Cuiabana"
130,7,4895,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-13,"Acorizal",0.058,0.2,0.01,0.005,0.6,1399,3,-48.95,-979,"Baixada Cuiabana"
131,7,4889,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-14,"Acorizal",0.058,0.2,0.01,0.005,0.6,1397,3,-48.89,-977.8,"Baixada Cuiabana"
132,7,4876,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-15,"Acorizal",0.058,0.2,0.01,0.005,0.6,1393,3,-48.76,-975.2,"Baixada Cuiabana"
133,7,4869,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-16,"Acorizal",0.058,0.2,0.01,0.005,0.6,1391,3,-48.69,-973.8,"Baixada Cuiabana"
134,6,4862,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-17,"Acorizal",0.058,0.2,0.01,0.005,0.6,1389,3,-48.62,-972.4,"Baixada Cuiabana"
135,6,4855,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-18,"Acorizal",0.058,0.2,0.01,0.005,0.6,1387,3,-48.55,-971,"Baixada Cuiabana"
136,6,4846,10,0.010257352,9.251930055,0.514854178,0.036,"06062020-005105",2020-10-19,"Acorizal",0.058,0.2,0.01,0.005,0.6,1385,3,-48.46,-969.2,"Baixada Cuiabana"
