"r_025";"r_500";"r_975";"p_va";"n_va";"enfermarias_va";"uti_va";"to_uti";"r_mm7";"uti_to";"enfermarias_to";"iv";"infectados_n";"recuperados_n";"obitos_n";"iv_cat";"ia_cat";"risco"
1,19403938908405;1,24343333124247;1,29417105160412;0,392680166183545;0,392680166183545;-0,206293072551931;-0,429224885322446;;1,18785205651837;0,74;0,225;0,74;6877;2401;250;"Alto";"Moderado";"Alto"
