"r_025";"r_500";"r_975";"p_va";"n_va";"enfermarias_va";"uti_va";"to_uti";"r_mm7";"uti_to";"enfermarias_to";"iv";"infectados_n";"recuperados_n";"obitos_n";"iv_cat";"ia_cat";"risco"
1,21966787719876;1,26793162593154;1,31745213579758;0,387882929026495;0,387882929026495;-0,293704070885516;-0,368618824716386;;1,20045543139498;0,766;0,21;0,766;7361;2618;272;"Alto";"Moderado";"Alto"
