"r_025","r_500","r_975","p_va","n_va","enfermarias_va","uti_va","r_mm7","uti_to","enfermarias_to","iv","iv_cat","ia_cat","risco"
1.16880195652214,1.22815265319517,1.2894793475384,0.434790995600311,0.434790995600311,1.34985617692385,1.25825839107573,1.2231400169311,0.474,0.115,0.474,"Moderado","Moderado","Alto"
