"r_025";"r_500";"r_975";"p_va";"n_va";"enfermarias_va";"uti_va";"to_uti";"r_mm7";"uti_to";"enfermarias_to";"iv";"infectados_n";"recuperados_n";"obitos_n";"iv_cat";"ia_cat";"risco"
1,30365330663781;1,34900336719034;1,3953931616653;0,535369284615417;0,535369284615417;-0,763195177604884;0,538510834242542;;1,26931738132689;0,824;0,218;0,824;8765;3010;322;"Alto";"Moderado";"Alto"
