"r_025";"r_500";"r_975";"p_va";"n_va";"enfermarias_va";"uti_va";"to_uti";"r_mm7";"uti_to";"enfermarias_to";"iv";"infectados_n";"recuperados_n";"obitos_n";"iv_cat";"ia_cat";"risco"
1,34951723506246;1,39842074601198;1,44849167096834;0,462058709156749;0,462058709156749;0,657188786257341;0,147831391733831;;1,24133775025434;0,8;0,28;0,8;8166;2766;295;"Alto";"Moderado";"Alto"
