"municipio";"cod_ibge";"classificacao_epidemiologica";"infectados_n";"recuperados_n";"obitos_n";"r_025";"r_500";"r_975";"r_mm7";"n_va";"p_va";"to_uti";"ia_cat";"iv_cat";"risco"
"Barra do Garcas";5101803;"TRANSMISSAO COMUNITARIA";"62";"69";"9";1,11940237926686;1,54088014903554;2,05690844641747;1,42466476363518;0,990266106442577;0,990266106442577;0,824;"Moderado";"Alto";"Alto"
"Bom Jesus do Araguaia";5101852;"TRANSMISSAO LOCAL";"6";"13";"0";0,0377751451704603;0,26175628603252;0,868957783929607;0,948817898326338;3,1031746031746;3,1031746031746;0,824;"Baixo";"Alto";"Alto"
"Brasnorte";5101902;"CASOS ISOLADOS";"1";"2";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Caceres";5102504;"TRANSMISSAO COMUNITARIA";"56";"40";"6";1,02054669116162;1,37910974592618;1,81324354951919;1,45346252307064;1,09765037593985;1,09765037593985;0,824;"Moderado";"Alto";"Alto"
"Campinapolis";5102603;"CASOS ISOLADOS";"5";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Campo Novo do Parecis";5102637;"TRANSMISSAO LOCAL";"35";"67";"1";0,994003915176933;1,33877865729508;1,75537734653069;1,36009605615422;1,34222919937206;1,34222919937206;0,824;"Moderado";"Alto";"Alto"
"Campo Verde";5102678;"TRANSMISSAO COMUNITARIA";"88";"97";"1";-999;-999;-999;-999;0,285443924664876;0,285443924664876;0,824;"Moderado";"Alto";"Alto"
"Campos de Julio";5102686;"TRANSMISSAO LOCAL";"28";"21";"2";1,06482108241171;1,49152979317431;2,01946199921581;1,96206805454753;3,42607709750567;3,42607709750567;0,824;"Moderado";"Alto";"Alto"
"Canabrava do Norte";5102694;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Canarana";5102702;"TRANSMISSAO LOCAL";"24";"18";"1";1,07018182535554;1,70148104474567;2,54291399200842;1,4390860168006;1,20612244897959;1,20612244897959;0,824;"Moderado";"Alto";"Alto"
"Carlinda";5102793;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Castanheira";5102850;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Chapada Dos Guimaraes";5103007;"TRANSMISSAO LOCAL";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Claudia";5103056;"CASOS ISOLADOS";"7";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Cocalinho";5103106;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Colider";5103205;"TRANSMISSAO LOCAL";"37";"26";"2";1,17873267502657;1,60406074364773;2,12121571217922;1,68476415390497;2,34437229437229;2,34437229437229;0,824;"Moderado";"Alto";"Alto"
"Colniza";5103254;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Comodoro";5103304;"TRANSMISSAO LOCAL";"7";"9";"1";0,790181402899156;1,53520703023403;2,64638370858744;2,51569102079591;;;0,824;"Baixo";"Alto";"Alto"
"Confresa";5103353;"TRANSMISSAO COMUNITARIA";"111";"150";"5";0,943824579581893;1,19077615297456;1,4774686593529;1,06230895980803;0,00141594178750208;0,00141594178750208;0,824;"Moderado";"Alto";"Alto"
"Conquista D'Oeste";5103361;"TRANSMISSAO LOCAL";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Cotriguacu";5103379;"CASOS ISOLADOS";"2";"5";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Cuiaba";5103403;"TRANSMISSAO COMUNITARIA";"1631";"522";"88";1,0549656058347;1,13727796639784;1,22376459992041;1,17786012131715;0,353170633795655;0,353170633795655;0,824;"Moderado";"Alto";"Alto"
"Curvelandia";5103437;"CASOS ISOLADOS";"3";"4";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Denise";5103452;"CASOS ISOLADOS";"1";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Diamantino";5103502;"CASOS ISOLADOS";"11";"4";"1";0,582273021856084;1,1740094563584;2,0744971396163;1,61939152171426;;;0,824;"Baixo";"Alto";"Alto"
"Dom Aquino";5103601;"CASOS ISOLADOS";"5";"12";"1";-999;-999;-999;-999;1,25238095238095;1,25238095238095;0,824;"Baixo";"Alto";"Alto"
"Feliz Natal";5103700;"CASOS ISOLADOS";"17";"2";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Figueiropolis D'Oeste";5103809;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Gaucha do Norte";5103858;"CASOS ISOLADOS";"6";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"General Carneiro";5103908;"CASOS ISOLADOS";"9";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Gloria D'Oeste";5103957;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Guaranta do Norte";5104104;"TRANSMISSAO COMUNITARIA";"48";"27";"1";0,926742719853295;1,38895015392154;1,9842002697071;0,996717170047725;-0,237208976648705;-0,237208976648705;0,824;"Moderado";"Alto";"Alto"
"Guiratinga";5104203;"CASOS ISOLADOS";"10";"2";"0";0,432040968635728;1,11256111795927;2,28948210656423;1,2959052201701;;;0,824;;"Alto";
"Indiavai";5104500;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Ipiranga do Norte";5104526;"CASOS ISOLADOS";"7";"5";"0";1,24432111539786;2,76302047470672;5,1960948229945;6,29807075190934;0;0;0,824;"Baixo";"Alto";"Alto"
"Itanhanga";5104542;"CASOS ISOLADOS";"1";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Itauba";5104559;"CASOS ISOLADOS";"0";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Itiquira";5104609;"TRANSMISSAO LOCAL";"7";"5";"0";0,534475226013694;1,80079626912802;4,29951292046546;0,864241677488667;;;0,824;"Baixo";"Alto";"Alto"
"Jaciara";5104807;"TRANSMISSAO LOCAL";"25";"57";"1";-999;-999;-999;-999;1,5012987012987;1,5012987012987;0,824;"Baixo";"Alto";"Alto"
"Jangada";5104906;"TRANSMISSAO LOCAL";"10";"10";"1";1,73837413285679;3,27130634213256;5,51799567515698;5,60870722268103;-0,571428571428571;-0,571428571428571;0,824;"Baixo";"Alto";"Alto"
"Jauru";5105002;"CASOS ISOLADOS";"0";"1";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Juara";5105101;"TRANSMISSAO LOCAL";"5";"5";"1";-999;-999;-999;-999;;;0,824;"Muito baixo";"Alto";"Alto"
"Juina";5105150;"TRANSMISSAO LOCAL";"8";"11";"2";0,643520487316852;1,52505132488964;2,98612472279811;1,31451598241196;0,595238095238095;0,595238095238095;0,824;"Moderado";"Alto";"Alto"
"Juruena";5105176;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Juscimeira";5105200;"TRANSMISSAO LOCAL";"6";"9";"0";-999;-999;-999;-999;1,07142857142857;1,07142857142857;0,824;"Baixo";"Alto";"Alto"
"Lambari D'Oeste";5105234;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Lucas do Rio Verde";5105259;"TRANSMISSAO COMUNITARIA";"194";"65";"8";1,31627432473409;1,60267310233373;1,92788950402534;1,21948009225468;0,258406015752497;0,258406015752497;0,824;"Moderado";"Alto";"Alto"
"Luciara";5105309;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Marcelandia";5105580;"TRANSMISSAO LOCAL";"20";"11";"0";-999;-999;-999;-999;;;0,824;"Muito baixo";"Alto";"Alto"
"Matupa";5105606;"TRANSMISSAO LOCAL";"69";"16";"0";3,98114072484512;5,2127822749455;6,67564619417339;1,92482045873809;7,71377551020408;7,71377551020408;0,824;"Moderado";"Alto";"Alto"
"Mirassol D'Oeste";5105622;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nobres";5105903;"CASOS ISOLADOS";"11";"4";"0";0,687441206342835;1,38605507492737;2,44918579890014;2,00269283168809;3,92857142857143;3,92857142857143;0,824;"Moderado";"Alto";"Alto"
"Nortelandia";5106000;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nossa Senhora de Livramento";5106109;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Bandeirantes";5106158;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Brasilandia";5106208;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Canaa do Norte";5106216;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Guarita";5108808;"CASOS ISOLADOS";"1";"4";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Lacerda";5106182;"CASOS ISOLADOS";"3";"4";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Marilandia";5108857;"CASOS ISOLADOS";"4";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Maringa";5108907;"CASOS ISOLADOS";"2";"2";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Monte Verde";5108956;"CASOS ISOLADOS";"0";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Mutum";5106224;"TRANSMISSAO COMUNITARIA";"134";"91";"5";1,09113944853077;1,32359577218972;1,58694175306593;1,34708577398548;0,973424545593875;0,973424545593875;0,824;"Moderado";"Alto";"Alto"
"Nova Nazare";5106174;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Nova Olimpia";5106232;"CASOS ISOLADOS";"6";"4";"0";0,475961347352855;1,36938141197219;3,00255079109307;1,61176530228219;0,428571428571429;0,428571428571429;0,824;"Moderado";"Alto";"Alto"
"Nova Santa Helena";5106190;"CASOS ISOLADOS";"13";"2";"2";4,51412848184119;8,26154378881722;13,6700285379725;3,17324767982612;;;0,824;"Baixo";"Alto";"Alto"
"Nova Ubirata";5106240;"TRANSMISSAO LOCAL";"19";"16";"0";0,940629738365016;1,7214959219319;2,84848679403799;1,44325518457817;1,57142857142857;1,57142857142857;0,824;"Moderado";"Alto";"Alto"
"Nova Xavantina";5106257;"CASOS ISOLADOS";"1";"0";"2";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Novo Horizonte do Norte";5106273;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Novo Mundo";5106265;"TRANSMISSAO LOCAL";"7";"16";"0";0,877355607162664;1,94817195994789;3,66370293961095;1,47974630853047;0,714285714285714;0,714285714285714;0,824;"Moderado";"Alto";"Alto"
"Novo Santo Antonio";5106315;"TRANSMISSAO LOCAL";"8";"13";"0";1,3718127022155;2,58150389387167;4,35444615452879;1,40157501784973;;;0,824;"Baixo";"Alto";"Alto"
"Novo Sao Joaquim";5106281;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Paranaita";5106299;"CASOS ISOLADOS";"3";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Paranatinga";5106307;"TRANSMISSAO LOCAL";"22";"2";"0";0,270570118604339;0,778453320028131;1,70686239162048;0,659382764308255;;;0,824;"Muito baixo";"Alto";"Alto"
"Pedra Preta";5106372;"TRANSMISSAO LOCAL";"51";"17";"1";1,78918122850305;2,48356279955371;3,33800946093195;1,27361233125391;0,086732650899622;0,086732650899622;0,824;"Baixo";"Alto";"Alto"
"Peixoto de Azevedo";5106422;"TRANSMISSAO COMUNITARIA";"51";"35";"1";1,74785166136577;2,33921872850989;3,05103574447472;1,94306921455705;2,60357142857143;2,60357142857143;0,824;"Muito alto";"Alto";"Muito alto"
"Planalto da Serra";5106455;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Pocone";5106505;"CASOS ISOLADOS";"29";"14";"3";1,22629259789007;1,77418707013761;2,46525112232439;1,67043199543789;4,13354978354978;4,13354978354978;0,824;"Moderado";"Alto";"Alto"
"Pontal do Araguaia";5106653;"TRANSMISSAO LOCAL";"13";"5";"0";1,2165097797677;2,45279092726497;4,33412843067819;2,55909191935695;0,714285714285714;0,714285714285714;0,824;"Moderado";"Alto";"Alto"
"Ponte Branca";5106703;"CASOS ISOLADOS";"0";"0";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Pontes E Lacerda";5106752;"TRANSMISSAO COMUNITARIA";"0";"0";"0";;;;;;;0,824;"Moderado";"Alto";"Alto"
"Porto Alegre do Norte";5106778;"CASOS ISOLADOS";"5";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Porto Dos Gauchos";5106802;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Porto Esperidiao";5106828;"TRANSMISSAO LOCAL";"59";"13";"2";0,927518935775587;1,27170451009471;1,69209770236323;1,50193072227365;;;0,824;"Baixo";"Alto";"Alto"
"Porto Estrela";5106851;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Poxoreu";5107008;"CASOS ISOLADOS";"17";"5";"0";-999;-999;-999;-999;4,85714285714286;4,85714285714286;0,824;"Baixo";"Alto";"Alto"
"Primavera do Leste";5107040;"TRANSMISSAO COMUNITARIA";"190";"161";"7";1,10509243084368;1,31836453253981;1,55746202967647;1,28161132210983;0,542454566163488;0,542454566163488;0,824;"Moderado";"Alto";"Alto"
"Querencia";5107065;"TRANSMISSAO LOCAL";"65";"28";"3";1,04141098313384;1,43942547655237;1,92793330279671;1,26494798689182;1,25916117775991;1,25916117775991;0,824;"Moderado";"Alto";"Alto"
"Reserva do Cabacal";5107156;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Ribeirao Cascalheira";5107180;"CASOS ISOLADOS";"11";"7";"0";0,320986130226914;0,923504487661175;2,02490635973476;1,04167108175001;0,896825396825397;0,896825396825397;0,824;"Baixo";"Alto";"Alto"
"Ribeiraozinho";5107198;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Rio Branco";5107206;"CASOS ISOLADOS";"3";"3";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Rondolandia";5107578;"CASOS ISOLADOS";"0";"2";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Rondonopolis";5107602;"TRANSMISSAO COMUNITARIA";"610";"99";"24";1,26391910990197;1,41148840047158;1,57012102709983;1,40253011027178;1,06750831892097;1,06750831892097;0,824;"Moderado";"Alto";"Alto"
"Rosario Oeste";5107701;"TRANSMISSAO LOCAL";"11";"46";"3";0,662291342625513;1,2867353262572;2,21806918390148;1,37925601468779;2,42857142857143;2,42857142857143;0,824;"Baixo";"Alto";"Alto"
"Salto do Ceu";5107750;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Santa Carmem";5107248;"CASOS ISOLADOS";"13";"0";"0";0,628179294896203;1,26656809574629;2,23805002380902;2,01566899176386;;;0,824;"Baixo";"Alto";"Alto"
"Santa Cruz do Xingu";5107743;"CASOS ISOLADOS";"13";"0";"0";4,2108516842013;7,70650098179186;12,7516225831311;6,91281784425292;;;0,824;"Baixo";"Alto";"Alto"
"Santa Rita do Trivelato";5107768;"CASOS ISOLADOS";"4";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Santa Terezinha";5107776;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Santo Afonso";5107263;"CASOS ISOLADOS";"4";"1";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Santo Antonio de Leverger";5107800;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Santo Antonio do Leste";5107792;"CASOS ISOLADOS";"7";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sao Felix do Araguaia";5107859;"CASOS ISOLADOS";"8";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sao Jose do Povo";5107297;"CASOS ISOLADOS";"2";"9";"0";0,474593370049534;1,3654456245357;2,99392105391561;1,16047030883261;0,238095238095238;0,238095238095238;0,824;"Baixo";"Alto";"Alto"
"Sao Jose do Rio Claro";5107305;"CASOS ISOLADOS";"7";"0";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sao Jose do Xingu";5107354;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sao Jose Dos Quatro Marcos";5107107;"TRANSMISSAO LOCAL";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sao Pedro da Cipa";5107404;"TRANSMISSAO LOCAL";"0";"7";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sapezal";5107875;"TRANSMISSAO LOCAL";"23";"56";"1";1,12667554781069;1,6109781039756;2,21757329163297;1,21215239035017;0,175513538748833;0,175513538748833;0,824;"Baixo";"Alto";"Alto"
"Serra Nova Dourada";5107883;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Sinop";5107909;"TRANSMISSAO COMUNITARIA";"98";"121";"16";0,964549973138708;1,19656486547814;1,46311348227218;1,26137237071644;0,480296986148918;0,480296986148918;0,824;"Moderado";"Alto";"Alto"
"Sorriso";5107925;"TRANSMISSAO COMUNITARIA";"210";"152";"4";1,34152951946587;1,55450886080852;1,78892221071876;1,56250736001228;2,02172864281417;2,02172864281417;0,824;"Moderado";"Alto";"Alto"
"Tabapora";5107941;"CASOS ISOLADOS";"3";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Tangara da Serra";5107958;"TRANSMISSAO COMUNITARIA";"98";"217";"3";1,18646542251058;1,42935572471649;1,70333725103864;1,29880670160017;0,555730554267962;0,555730554267962;0,824;"Moderado";"Alto";"Alto"
"Tapurah";5108006;"TRANSMISSAO LOCAL";"47";"21";"0";1,39881460251496;2,05026219557028;2,87828489645315;1,22649222013822;0,174360720642185;0,174360720642185;0,824;"Baixo";"Alto";"Alto"
"Terra Nova do Norte";5108055;"CASOS ISOLADOS";"6";"2";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Tesouro";5108105;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Torixoreu";5108204;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Uniao do Sul";5108303;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Vale de Sao Domingos";5108352;"CASOS ISOLADOS";"7";"1";"1";;;;;;;0,824;"Muito baixo";"Alto";"Alto"
"Varzea Grande";5108402;"TRANSMISSAO COMUNITARIA";"462";"155";"65";0,972283196636772;1,11446058213989;1,26986761373932;1,25994867888598;0,553510385615363;0,553510385615363;0,824;"Moderado";"Alto";"Alto"
"Vera";5108501;"CASOS ISOLADOS";"11";"3";"1";0,934595164357543;1,88437986930088;3,32973523138456;1,68956079496845;;;0,824;"Baixo";"Alto";"Alto"
"Vila Bela da Santissima Trindade";5105507;"TRANSMISSAO LOCAL";"36";"2";"1";1,17184496459135;1,88658174968421;2,84611669550563;1,35096365410816;0,114338042909471;0,114338042909471;0,824;"Baixo";"Alto";"Alto"
"Vila Rica";5108600;"TRANSMISSAO LOCAL";"33";"16";"1";0,922453372518404;1,55257209835659;2,42025625296878;1,10131404585897;-0,121878121878122;-0,121878121878122;0,824;"Baixo";"Alto";"Alto"
