"municipio";"cod_ibge";"classificacao_epidemiologica";"infectados_n";"recuperados_n";"obitos_n";"r_025";"r_500";"r_975";"r_mm7";"n_va";"p_va";"to_uti";"ia_cat";"iv_cat";"risco"
"Dom Aquino";5103601;"CASOS ISOLADOS";"5";"6";"1";-999;-999;-999;-999;;;0,74;"Muito baixo";"Alto";"Alto"
"Feliz Natal";5103700;"CASOS ISOLADOS";"12";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Figueiropolis D'Oeste";5103809;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Gaucha do Norte";5103858;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"General Carneiro";5103908;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Gloria D'Oeste";5103957;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Guaranta do Norte";5104104;"TRANSMISSAO COMUNITARIA";"28";"27";"0";0,584362190750877;0,967795621418025;1,49096703947225;1,05289465070405;0,572742745975829;0,572742745975829;0,74;"Moderado";"Alto";"Alto"
"Guiratinga";5104203;"CASOS ISOLADOS";"6";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Indiavai";5104500;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Ipiranga do Norte";5104526;"CASOS ISOLADOS";"0";"5";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Itanhanga";5104542;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Itauba";5104559;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Itiquira";5104609;"TRANSMISSAO LOCAL";"9";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Jaciara";5104807;"TRANSMISSAO LOCAL";"20";"48";"0";-999;-999;-999;-999;0,56969696969697;0,56969696969697;0,74;"Baixo";"Alto";"Alto"
"Jangada";5104906;"TRANSMISSAO LOCAL";"1";"8";"1";0,062459799641026;1,71001510266532;9,10057741755625;1,15282931723475;-1;-1;0,74;"Baixo";"Alto";"Alto"
"Jauru";5105002;"CASOS ISOLADOS";"0";"1";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Juara";5105101;"TRANSMISSAO LOCAL";"4";"2";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Juina";5105150;"TRANSMISSAO LOCAL";"5";"11";"2";0,52156983321268;1,34310947076453;2,76391566344935;1,25487795557413;;;0,74;"Baixo";"Alto";"Alto"
"Juruena";5105176;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Juscimeira";5105200;"TRANSMISSAO LOCAL";"6";"9";"2";0,491951807268762;1,1658552761626;2,28280137627871;1,39428394766478;1,35;1,35;0,74;"Baixo";"Alto";"Alto"
"Lambari D'Oeste";5105234;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Lucas do Rio Verde";5105259;"TRANSMISSAO COMUNITARIA";"112";"65";"5";0,722834350705494;0,980163978499219;1,29237775256784;1,07951230281659;0,622756138108894;0,622756138108894;0,74;"Moderado";"Alto";"Alto"
"Luciara";5105309;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Marcelandia";5105580;"TRANSMISSAO LOCAL";"14";"6";"0";-999;-999;-999;-999;;;0,74;"Muito baixo";"Alto";"Alto"
"Matupa";5105606;"TRANSMISSAO LOCAL";"23";"8";"0";0,36407116174849;1,04746379996252;2,29670363108645;0,577102202696856;;;0,74;"Baixo";"Alto";"Alto"
"Mirassol D'Oeste";5105622;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nobres";5105903;"CASOS ISOLADOS";"8";"3";"0";1,04295487256551;2,3158858524813;4,35522016535239;2,10414725971928;1,28571428571429;1,28571428571429;0,74;"Moderado";"Alto";"Alto"
"Nortelandia";5106000;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nossa Senhora de Livramento";5106109;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Bandeirantes";5106158;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Brasilandia";5106208;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Canaa do Norte";5106216;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Guarita";5108808;"CASOS ISOLADOS";"0";"4";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Lacerda";5106182;"CASOS ISOLADOS";"4";"4";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Marilandia";5108857;"CASOS ISOLADOS";"3";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Maringa";5108907;"CASOS ISOLADOS";"2";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Monte Verde";5108956;"CASOS ISOLADOS";"2";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Mutum";5106224;"TRANSMISSAO COMUNITARIA";"70";"74";"4";0,918573403171483;1,17062068863849;1,46505010517864;1,38424579745018;1,57612331680196;1,57612331680196;0,74;"Moderado";"Alto";"Alto"
"Nova Nazare";5106174;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Olimpia";5106232;"CASOS ISOLADOS";"3";"5";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Santa Helena";5106190;"CASOS ISOLADOS";"2";"2";"2";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Nova Ubirata";5106240;"TRANSMISSAO LOCAL";"11";"16";"0";0,308628431144487;0,887950332870374;1,94694914879233;1,11481822632901;0,901098901098901;0,901098901098901;0,74;"Baixo";"Alto";"Alto"
"Nova Xavantina";5106257;"CASOS ISOLADOS";"1";"0";"2";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Novo Horizonte do Norte";5106273;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Novo Mundo";5106265;"TRANSMISSAO LOCAL";"6";"14";"0";1,01951759985515;2,41611059329312;4,73086214076703;1,34365771173796;;;0,74;"Baixo";"Alto";"Alto"
"Novo Santo Antonio";5106315;"TRANSMISSAO LOCAL";"4";"10";"0";1,00660285242707;2,12038879179561;3,85560940817305;1,60160225872834;;;0,74;"Baixo";"Alto";"Alto"
"Novo Sao Joaquim";5106281;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Paranaita";5106299;"CASOS ISOLADOS";"3";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Paranatinga";5106307;"TRANSMISSAO LOCAL";"22";"2";"0";0,287965095926869;0,74154719648305;1,52599170518825;0,90921822581687;;;0,74;"Muito baixo";"Alto";"Alto"
"Pedra Preta";5106372;"TRANSMISSAO LOCAL";"27";"10";"1";0,335622772167158;0,676700265173636;1,19574229737017;0,978977777112259;;;0,74;"Muito baixo";"Alto";"Alto"
"Peixoto de Azevedo";5106422;"TRANSMISSAO COMUNITARIA";"19";"32";"1";1,03644665474017;1,74443305810833;2,71934232313019;1,31626919028229;-0,0428571428571428;-0,0428571428571428;0,74;"Moderado";"Alto";"Alto"
"Planalto da Serra";5106455;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Pocone";5106505;"CASOS ISOLADOS";"11";"4";"3";0,641179368005848;1,20658383794237;2,03524943956793;1,87790995836215;5,77380952380952;5,77380952380952;0,74;"Baixo";"Alto";"Alto"
"Pontal do Araguaia";5106653;"TRANSMISSAO LOCAL";"4";"5";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Ponte Branca";5106703;"CASOS ISOLADOS";"0";"0";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Pontes E Lacerda";5106752;"TRANSMISSAO COMUNITARIA";"0";"0";"0";;;;;;;0,74;"Moderado";"Alto";"Alto"
"Porto Alegre do Norte";5106778;"CASOS ISOLADOS";"1";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Porto Dos Gauchos";5106802;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Porto Esperidiao";5106828;"TRANSMISSAO LOCAL";"42";"1";"2";0,911533094491179;1,29622280741114;1,7764787367833;2,20006228071176;;;0,74;"Baixo";"Alto";"Alto"
"Porto Estrela";5106851;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Poxoreu";5107008;"CASOS ISOLADOS";"8";"2";"0";-999;-999;-999;-999;0;0;0,74;"Baixo";"Alto";"Alto"
"Primavera do Leste";5107040;"TRANSMISSAO COMUNITARIA";"163";"124";"4";1,10955983233738;1,35773821477425;1,64043401208952;1,15756950104573;0,132595964892511;0,132595964892511;0,74;"Moderado";"Alto";"Alto"
"Querencia";5107065;"TRANSMISSAO LOCAL";"47";"27";"2";0,80373062139842;1,13694320872025;1,5516332855787;1,53693842451371;1,77919758812616;1,77919758812616;0,74;"Baixo";"Alto";"Alto"
"Reserva do Cabacal";5107156;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Ribeirao Cascalheira";5107180;"CASOS ISOLADOS";"11";"6";"0";0,551333747645798;1,16137352107446;2,11178378775801;1,91235398510672;;;0,74;"Baixo";"Alto";"Alto"
"Ribeiraozinho";5107198;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Rio Branco";5107206;"CASOS ISOLADOS";"1";"3";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Rondolandia";5107578;"CASOS ISOLADOS";"0";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Rondonopolis";5107602;"TRANSMISSAO COMUNITARIA";"474";"77";"19";1,2018783990332;1,37374698560495;1,56127010829612;1,30608297467557;0,627300113792028;0,627300113792028;0,74;"Moderado";"Alto";"Alto"
"Rosario Oeste";5107701;"TRANSMISSAO LOCAL";"14";"38";"2";0,750120531411067;1,51243242298601;2,67249698744301;1,35854933709538;1,66666666666667;1,66666666666667;0,74;"Moderado";"Alto";"Alto"
"Salto do Ceu";5107750;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santa Carmem";5107248;"CASOS ISOLADOS";"8";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santa Cruz do Xingu";5107743;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santa Rita do Trivelato";5107768;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santa Terezinha";5107776;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santo Afonso";5107263;"CASOS ISOLADOS";"1";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santo Antonio de Leverger";5107800;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Santo Antonio do Leste";5107792;"CASOS ISOLADOS";"3";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Felix do Araguaia";5107859;"CASOS ISOLADOS";"5";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Jose do Povo";5107297;"CASOS ISOLADOS";"3";"6";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Jose do Rio Claro";5107305;"CASOS ISOLADOS";"5";"0";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Jose do Xingu";5107354;"CASOS ISOLADOS";"2";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Jose Dos Quatro Marcos";5107107;"TRANSMISSAO LOCAL";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sao Pedro da Cipa";5107404;"TRANSMISSAO LOCAL";"0";"7";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sapezal";5107875;"TRANSMISSAO LOCAL";"17";"42";"1";0,699700719994771;1,17765932395919;1,83581641438502;0,978602043465346;-0,184234563390574;-0,184234563390574;0,74;"Baixo";"Alto";"Alto"
"Serra Nova Dourada";5107883;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Sinop";5107909;"TRANSMISSAO COMUNITARIA";"68";"86";"13";0,750277839053007;0,987327597042339;1,26974355237913;1,19511658323704;0,594393592677346;0,594393592677346;0,74;"Moderado";"Alto";"Alto"
"Sorriso";5107925;"TRANSMISSAO COMUNITARIA";"126";"130";"3";1,6088843109727;1,93513279573562;2,30277102856921;1,24604292606324;0,23426021135647;0,23426021135647;0,74;"Moderado";"Alto";"Alto"
"Tabapora";5107941;"CASOS ISOLADOS";"1";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Tangara da Serra";5107958;"TRANSMISSAO COMUNITARIA";"98";"177";"3";1,27647318638073;1,57770297682398;1,92297734426587;1,08191566119218;-0,0491017670428655;-0,0491017670428655;0,74;"Moderado";"Alto";"Alto"
"Tapurah";5108006;"TRANSMISSAO LOCAL";"30";"16";"0";0,308151018357498;0,684250682952735;1,28679156157847;0,822713367071313;0,0660346518470086;0,0660346518470086;0,74;"Baixo";"Alto";"Alto"
"Terra Nova do Norte";5108055;"CASOS ISOLADOS";"6";"2";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Tesouro";5108105;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Torixoreu";5108204;"CASOS ISOLADOS";"0";"0";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Uniao do Sul";5108303;"CASOS ISOLADOS";"0";"1";"0";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Vale de Sao Domingos";5108352;"CASOS ISOLADOS";"4";"1";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Varzea Grande";5108402;"TRANSMISSAO COMUNITARIA";"394";"153";"50";1,13624788230445;1,30909475186452;1,49864298857542;1,15986960007073;0,182872265063242;0,182872265063242;0,74;"Moderado";"Alto";"Alto"
"Vera";5108501;"CASOS ISOLADOS";"7";"0";"1";;;;;;;0,74;"Muito baixo";"Alto";"Alto"
"Vila Bela da Santissima Trindade";5105507;"TRANSMISSAO LOCAL";"22";"2";"1";0,481154200208888;1,23903401241224;2,54974414892878;0,727207307317154;-0,49413443699158;-0,49413443699158;0,74;"Baixo";"Alto";"Alto"
"Vila Rica";5108600;"TRANSMISSAO LOCAL";"23";"17";"1";0,629552419578876;1,15217697117591;1,90645870546483;1,0371106580164;-0,1;-0,1;0,74;"Baixo";"Alto";"Alto"
