"r_025";"r_500";"r_975";"p_va";"n_va";"enfermarias_va";"uti_va";"r_mm7";"uti_to";"enfermarias_to";"iv";"infectados_n";"recuperados_n";"obitos_n";"iv_cat";"ia_cat";"risco"
1,15671862453722;1,20670418513782;1,25810945731674;0,414671856733036;0,414671856733036;-0,211025915994452;-0,523488321691146;1,18375623816845;0,759;0,233;0,759;6390;2386;223;"Alto";"Moderado";"Alto"
