"municipio","cod_ibge","classificacao_epidemiologica","infectados_n","recuperados_n","obitos_n","r_025","r_500","r_975","r_mm7","n_va","p_va","ia_cat","iv_cat","risco"
"Canabrava do Norte",5102694,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Canarana",5102702,"TRANSMISSAO LOCAL","10","13","0",0.506332896371344,1.12431440918228,2.1143687983674,0.959501451635717,-0.403540903540904,-0.403540903540904,"Baixo","Moderado","Moderado"
"Carlinda",5102793,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Castanheira",5102850,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Chapada Dos Guimaraes",5103007,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Claudia",5103056,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cocalinho",5103106,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Colider",5103205,"TRANSMISSAO LOCAL","12","7","2",0.690195063518655,1.29882252958211,2.1908364278591,1.53166550902498,NA,NA,"Baixo","Moderado","Moderado"
"Colniza",5103254,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Comodoro",5103304,"TRANSMISSAO LOCAL","3","3","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Confresa",5103353,"TRANSMISSAO COMUNITARIA","70","117","3",0.732095340660748,0.951861636216352,1.21176398372935,1.13637295681804,0.344082718291888,0.344082718291888,"Moderado","Moderado","Alto"
"Conquista D'Oeste",5103361,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cotriguacu",5103379,"CASOS ISOLADOS","4","3","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Cuiaba",5103403,"TRANSMISSAO COMUNITARIA","1172","321","51",1.04305324717041,1.13940138851267,1.24150791202975,1.23640969347388,0.626647623931025,0.626647623931025,"Moderado","Moderado","Alto"
"Curvelandia",5103437,"CASOS ISOLADOS","1","3","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Denise",5103452,"CASOS ISOLADOS","2","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Diamantino",5103502,"CASOS ISOLADOS","6","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Dom Aquino",5103601,"CASOS ISOLADOS","4","6","1",-999,-999,-999,-999,NA,NA,"Muito baixo","Moderado","Moderado"
"Feliz Natal",5103700,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Figueiropolis D'Oeste",5103809,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Gaucha do Norte",5103858,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"General Carneiro",5103908,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Gloria D'Oeste",5103957,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Guaranta do Norte",5104104,"TRANSMISSAO COMUNITARIA","33","17","0",0.640777549632054,0.976986882151079,1.41434444712297,1.49937855646458,NA,NA,"Moderado","Moderado","Alto"
"Guiratinga",5104203,"CASOS ISOLADOS","5","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Indiavai",5104500,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ipiranga do Norte",5104526,"CASOS ISOLADOS","0","5","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itanhanga",5104542,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itauba",5104559,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Itiquira",5104609,"TRANSMISSAO LOCAL","9","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Jaciara",5104807,"TRANSMISSAO LOCAL","10","44","0",0.277994399255441,0.658806883777835,1.2899759444758,0.953504447791245,-0.0948495948495948,-0.0948495948495948,"Muito baixo","Moderado","Moderado"
"Jangada",5104906,"TRANSMISSAO LOCAL","1","8","1",0.0360990685289506,0.988314927864565,5.25974098119901,1.02437199900332,-0.714285714285714,-0.714285714285714,"Muito baixo","Moderado","Moderado"
"Jauru",5105002,"CASOS ISOLADOS","0","1","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juara",5105101,"TRANSMISSAO LOCAL","4","2","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juina",5105150,"TRANSMISSAO LOCAL","7","7","1",0.15730217861445,0.679900544292241,1.83693279183633,1.05406676064861,NA,NA,"Muito baixo","Moderado","Moderado"
"Juruena",5105176,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Juscimeira",5105200,"TRANSMISSAO LOCAL","6","6","0",0.506714428877752,1.30485489202217,2.68519354013315,1.28303891618243,0.478571428571428,0.478571428571428,"Baixo","Moderado","Moderado"
"Lambari D'Oeste",5105234,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Lucas do Rio Verde",5105259,"TRANSMISSAO COMUNITARIA","96","64","2",1.00147880429681,1.29364934023398,1.63780018082674,1.36776472978916,0.891675170068027,0.891675170068027,"Moderado","Moderado","Alto"
"Luciara",5105309,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Marcelandia",5105580,"TRANSMISSAO LOCAL","4","6","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Matupa",5105606,"TRANSMISSAO LOCAL","20","8","0",0.023668520754369,0.16400689026053,0.544457082846409,0.900378402330869,NA,NA,"Muito baixo","Moderado","Moderado"
"Mirassol D'Oeste",5105622,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nobres",5105903,"CASOS ISOLADOS","3","3","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nortelandia",5106000,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nossa Senhora de Livramento",5106109,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Bandeirantes",5106158,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Brasilandia",5106208,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Canaa do Norte",5106216,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Guarita",5108808,"CASOS ISOLADOS","1","3","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Lacerda",5106182,"CASOS ISOLADOS","3","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Marilandia",5108857,"CASOS ISOLADOS","4","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Maringa",5108907,"CASOS ISOLADOS","2","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Monte Verde",5108956,"CASOS ISOLADOS","2","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Mutum",5106224,"TRANSMISSAO COMUNITARIA","64","53","4",1.41054730045148,1.79758726576522,2.24970858480223,1.57939873239074,1.93414918414918,1.93414918414918,"Alto","Moderado","Alto"
"Nova Nazare",5106174,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Olimpia",5106232,"CASOS ISOLADOS","2","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Santa Helena",5106190,"CASOS ISOLADOS","2","2","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Nova Ubirata",5106240,"TRANSMISSAO LOCAL","13","10","0",0.360136955031009,1.03614475151513,2.27188511261306,0.818598712189734,-0.559785452642596,-0.559785452642596,"Baixo","Moderado","Moderado"
"Nova Xavantina",5106257,"CASOS ISOLADOS","2","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Horizonte do Norte",5106273,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Mundo",5106265,"TRANSMISSAO LOCAL","2","14","0",0.244571062614771,1.05709914544463,2.85603549047133,0.810703025678229,NA,NA,"Baixo","Moderado","Moderado"
"Novo Santo Antonio",5106315,"TRANSMISSAO LOCAL","4","6","0",0.322576697627191,0.928080685801092,2.03494028251557,1.96635836516602,NA,NA,"Muito baixo","Moderado","Moderado"
"Novo Sao Joaquim",5106281,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Paranaita",5106299,"CASOS ISOLADOS","3","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Paranatinga",5106307,"TRANSMISSAO LOCAL","18","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pedra Preta",5106372,"TRANSMISSAO LOCAL","26","4","0",0.508676025616508,0.888734340698441,1.42323496817312,1.49995063617408,NA,NA,"Muito baixo","Moderado","Moderado"
"Peixoto de Azevedo",5106422,"TRANSMISSAO COMUNITARIA","10","28","0",0.345584947617745,0.889925732935918,1.83133223769773,1.04024195574579,0.553571428571428,0.553571428571428,"Moderado","Moderado","Alto"
"Planalto da Serra",5106455,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pocone",5106505,"CASOS ISOLADOS","10","3","2",1.13584365236134,2.13745273437452,3.6054266126731,2.51092472241977,2.71428571428571,2.71428571428571,"Moderado","Moderado","Alto"
"Pontal do Araguaia",5106653,"TRANSMISSAO LOCAL","5","4","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ponte Branca",5106703,"CASOS ISOLADOS","0","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Pontes E Lacerda",5106752,"TRANSMISSAO COMUNITARIA","0","0","0",NA,NA,NA,NA,NA,NA,"Moderado","Moderado","Alto"
"Porto Alegre do Norte",5106778,"CASOS ISOLADOS","1","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Dos Gauchos",5106802,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Porto Esperidiao",5106828,"TRANSMISSAO LOCAL","30","0","2",1.45576507001945,2.20004823916937,3.16325426929541,2.03057203815291,NA,NA,"Baixo","Moderado","Moderado"
"Porto Estrela",5106851,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Poxoreu",5107008,"CASOS ISOLADOS","1","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Primavera do Leste",5107040,"TRANSMISSAO COMUNITARIA","111","116","1",0.893739831371929,1.14529012040341,1.44014192040968,1.0966131148496,0.376310131992866,0.376310131992866,"Moderado","Moderado","Alto"
"Querencia",5107065,"TRANSMISSAO LOCAL","30","25","1",1.02312812436085,1.49961325169919,2.10524984668422,1.53353447062102,2.75,2.75,"Moderado","Moderado","Alto"
"Reserva do Cabacal",5107156,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Ribeirao Cascalheira",5107180,"CASOS ISOLADOS","10","4","0",0.840595964050869,1.69485374339797,2.99483894589151,2.82619542725607,NA,NA,"Baixo","Moderado","Moderado"
"Ribeiraozinho",5107198,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rio Branco",5107206,"CASOS ISOLADOS","0","3","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rondolandia",5107578,"CASOS ISOLADOS","0","2","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Rondonopolis",5107602,"TRANSMISSAO COMUNITARIA","322","73","12",0.987819567285458,1.17604764630111,1.38679649482276,1.16367439318375,0.227872832841221,0.227872832841221,"Moderado","Moderado","Alto"
"Rosario Oeste",5107701,"TRANSMISSAO LOCAL","10","38","2",0.514789668158532,1.32564967282821,2.72798604635762,0.875609521576141,-0.436224489795918,-0.436224489795918,"Baixo","Moderado","Moderado"
"Salto do Ceu",5107750,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Carmem",5107248,"CASOS ISOLADOS","4","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Cruz do Xingu",5107743,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Rita do Trivelato",5107768,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santa Terezinha",5107776,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Afonso",5107263,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Antonio de Leverger",5107800,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Santo Antonio do Leste",5107792,"CASOS ISOLADOS","2","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Felix do Araguaia",5107859,"CASOS ISOLADOS","4","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Povo",5107297,"CASOS ISOLADOS","2","5","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Rio Claro",5107305,"CASOS ISOLADOS","3","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose do Xingu",5107354,"CASOS ISOLADOS","2","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Jose Dos Quatro Marcos",5107107,"TRANSMISSAO LOCAL","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sao Pedro da Cipa",5107404,"TRANSMISSAO LOCAL","0","6","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sapezal",5107875,"TRANSMISSAO LOCAL","11","35","1",0.529999302124478,0.907998300379132,1.43376166089951,0.995222277387737,NA,NA,"Muito baixo","Moderado","Moderado"
"Serra Nova Dourada",5107883,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Sinop",5107909,"TRANSMISSAO COMUNITARIA","73","66","8",0.941862392136804,1.23629820582683,1.58653880623711,1.30941698459904,0.990264121843069,0.990264121843069,"Moderado","Moderado","Alto"
"Sorriso",5107925,"TRANSMISSAO COMUNITARIA","73","106","2",0.852554199752351,1.14826646996915,1.50558192587048,0.989377464631908,0.00279183536849764,0.00279183536849764,"Moderado","Moderado","Alto"
"Tabapora",5107941,"CASOS ISOLADOS","1","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Tangara da Serra",5107958,"TRANSMISSAO COMUNITARIA","59","141","1",0.745680759799199,0.997973934154555,1.30165431220671,1.04982471874418,0.252234191876136,0.252234191876136,"Moderado","Moderado","Alto"
"Tapurah",5108006,"TRANSMISSAO LOCAL","30","9","0",0.272891158432671,0.574839771540068,1.04526002019896,1.16034708467674,2.72781954887218,2.72781954887218,"Baixo","Moderado","Moderado"
"Terra Nova do Norte",5108055,"CASOS ISOLADOS","7","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Tesouro",5108105,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Torixoreu",5108204,"CASOS ISOLADOS","0","0","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Uniao do Sul",5108303,"CASOS ISOLADOS","0","1","0",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Vale de Sao Domingos",5108352,"CASOS ISOLADOS","0","1","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Varzea Grande",5108402,"TRANSMISSAO COMUNITARIA","315","119","33",0.869335076147701,1.04397844501138,1.24058418582703,1.06466416501398,0.17250093277224,0.17250093277224,"Moderado","Moderado","Alto"
"Vera",5108501,"CASOS ISOLADOS","5","0","1",NA,NA,NA,NA,NA,NA,"Muito baixo","Moderado","Moderado"
"Vila Bela da Santissima Trindade",5105507,"TRANSMISSAO LOCAL","18","2","0",0.319109637999623,0.756244106921122,1.48076276994216,1.18679665085125,2.20343228200371,2.20343228200371,"Baixo","Moderado","Moderado"
"Vila Rica",5108600,"TRANSMISSAO LOCAL","28","5","1",0.531132635459268,0.999495750685233,1.68593603068783,1.21617178020626,1.00357142857143,1.00357142857143,"Baixo","Moderado","Moderado"
